,movie_id,budget,title,original_title,status,tagline,release_date,runtime,genres,production_companies,production_countries,popularity,revenue,vote_average,vote_count,cast,crew,homepage,keywords,original_language,overview,spoken_languages,release_year,release_month,,
10,1452,270000000,Superman Returns,Superman Returns,Released,,2006-06-28,154.0,"Adventure,Fantasy,Action,Science Fiction","DC Comics,Legendary Pictures,Warner Bros.,Bad Hat Harry Productions",United States of America,57.925623,391081192,5.4,1400,BrandonRouth,BryanSinger,http://www.superman.com,"saving the world,dc comics,invulnerability,sequel,superhero,based on comic book,kryptonite,super powers,superhuman strength,lex luthor",en,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.","English,Français,Deutsch",2006.0,6.0,,
11,10764,200000000,Quantum of Solace,Quantum of Solace,Released,"For love, for hate, for justice, for revenge.",2008-10-30,106.0,"Adventure,Action,Thriller,Crime",Eon Productions,"United Kingdom,United States of America",107.92881100000001,586090727,6.1,2965,DanielCraig,MarcForster,http://www.mgm.com/view/movie/234/Quantum-of-Solace/,"killing,undercover,secret agent,british secret service",en,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","English,Español,Italiano,Français,Deutsch",2008.0,10.0,,
12,58,200000000,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,Released,Jack is back!,2006-06-20,151.0,"Adventure,Fantasy,Action","Walt Disney Pictures,Jerry Bruckheimer Films,Second Mate Productions","Jamaica,United States of America,Bahamas,Dominica",145.84737900000002,1065659812,7.0,5246,JohnnyDepp,GoreVerbinski,http://disney.go.com/disneypictures/pirates/,"witch,fortune teller,bondage,exotic island,monster,captain,card game,east india trading company,compass,ship,daughter,pirate,swashbuckler,aftercreditsstinger",en,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","English,Türkçe,ελληνικά,普通话",2006.0,6.0,,
13,57201,255000000,The Lone Ranger,The Lone Ranger,Released,Never Take Off the Mask,2013-07-03,149.0,"Action,Adventure,Western","Walt Disney Pictures,Jerry Bruckheimer Films,Infinitum Nihil,Silver Bullet Productions (II),Blind Wink Productions,Classic Media",United States of America,49.046956,89289910,5.9,2311,JohnnyDepp,GoreVerbinski,http://disney.go.com/the-lone-ranger/,"texas,horse,survivor,texas ranger,partner,outlaw,escape,lawyer,train,lone ranger,comanche,the lone ranger,tonto",en,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",English,2013.0,7.0,,
14,49521,225000000,Man of Steel,Man of Steel,Released,You will believe that a man can fly.,2013-06-12,143.0,"Action,Adventure,Fantasy,Science Fiction","Legendary Pictures,Warner Bros.,DC Entertainment,Syncopy,Cruel and Unusual Films","United Kingdom,United States of America",99.398009,662845518,6.5,6359,HenryCavill,ZackSnyder,http://www.manofsteel.com/,"saving the world,dc comics,superhero,based on comic book,superhuman,alien invasion,reboot,super powers,dc extended universe",en,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",English,2013.0,6.0,,
15,2454,225000000,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,Released,Hope has a new face.,2008-05-15,150.0,"Adventure,Family,Fantasy","Walt Disney,Walden Media,Stillking Films,Ozumi Films,Propeler,Silverbell Films,Revolution Sun Studios","Czech Republic,Poland,Slovenia,United States of America",53.978602,419651413,6.3,1630,BenBarnes,AndrewAdamson,,"based on novel,fictional place,brother sister relationship,lion,human being,wretch,leap in time,matter of life and death,faith,uncle,narnia,fantasy world",en,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",English,2008.0,5.0,,
16,24428,220000000,The Avengers,The Avengers,Released,Some assembly required.,2012-04-25,143.0,"Science Fiction,Action,Adventure","Paramount Pictures,Marvel Studios",United States of America,144.448633,1519557910,7.4,11776,RobertDowneyJr.,JossWhedon,http://marvel.com/avengers_movie/,"new york,shield,marvel comic,superhero,based on comic book,alien invasion,superhero team,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe",en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",English,2012.0,4.0,,
17,1865,380000000,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,Released,Live Forever Or Die Trying.,2011-05-14,136.0,"Adventure,Action,Fantasy","Walt Disney Pictures,Jerry Bruckheimer Films,Moving Picture Company (MPC)",United States of America,135.413856,1045713802,6.4,4948,JohnnyDepp,RobMarshall,http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,"sea,captain,mutiny,sword,prime minister,sailing,silver,ship,duke,mermaid,pirate,soldier,battle,swashbuckler,aftercreditsstinger,3d",en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","English,Español",2011.0,5.0,,
18,41154,225000000,Men in Black 3,Men in Black 3,Released,They are back... in time.,2012-05-23,106.0,"Action,Comedy,Science Fiction","Amblin Entertainment,Media Magik Entertainment,Imagenation Abu Dhabi FZ,Hemisphere Media Capital,Parkes/MacDonald Productions",United States of America,52.035179,624026776,6.2,4160,WillSmith,BarrySonnenfeld,http://www.sonypictures.com/movies/meninblack3/,"time travel,time machine,alien,fictional government agency,seeing the future,changing history",en,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",English,2012.0,5.0,,
19,122917,250000000,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,Released,Witness the defining chapter of the Middle-Earth saga,2014-12-10,144.0,"Action,Adventure,Fantasy","WingNut Films,New Line Cinema,Warner Bros. Pictures,3Foot7,Metro-Goldwyn-Mayer (MGM)","New Zealand,United States of America",120.96574299999999,956019788,7.1,4760,MartinFreeman,PeterJackson,http://www.thehobbit.com/,"corruption,elves,dwarves,orcs,middle-earth (tolkien),hobbit,dragon,battle,unlikely friendship,epic battle,sword and sorcery",en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",English,2014.0,12.0,,
20,1930,215000000,The Amazing Spider-Man,The Amazing Spider-Man,Released,The untold story begins.,2012-06-27,136.0,"Action,Adventure,Fantasy","Columbia Pictures,Laura Ziskin Productions,Marvel Entertainment",United States of America,89.866276,752215857,6.5,6586,AndrewGarfield,MarcWebb,http://www.theamazingspiderman.com,"loss of father,vigilante,serum,marvel comic,scientific experiment,spider bite,masked vigilante,reboot,super powers,genetic engineering,social outcast,duringcreditsstinger",en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",English,2012.0,6.0,,
21,20662,200000000,Robin Hood,Robin Hood,Released,"Rise and rise again, until lambs become lions.",2010-05-12,140.0,"Action,Adventure","Imagine Entertainment,Universal Pictures,Scott Free Productions,Relativity Media","United Kingdom,United States of America",37.668301,310669540,6.2,1398,RussellCrowe,RidleyScott,http://www.robinhoodthemovie.com/,"robin hood,archer,knight,sherwood forest,bow and arrow,middle ages,medieval,king of england",en,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.","English,ภาษาไทย",2010.0,5.0,,
22,57158,250000000,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,2013-12-11,161.0,"Adventure,Fantasy","WingNut Films,New Line Cinema,Warner Bros. Pictures,Metro-Goldwyn-Mayer (MGM)","New Zealand,United States of America",94.370564,958400000,7.6,4524,MartinFreeman,PeterJackson,http://www.thehobbit.com/,"elves,dwarves,orcs,hobbit,dragon,wizard,sword and sorcery",en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",English,2013.0,12.0,,
23,2268,180000000,The Golden Compass,The Golden Compass,Released,There are worlds beyond our own - the compass will show the way.,2007-12-04,113.0,"Adventure,Fantasy","New Line Cinema,Ingenious Film Partners,Depth of Field,Scholastic Productions","United Kingdom,United States of America",42.990906,372234864,5.8,1303,DakotaBlueRichards,ChrisWeitz,http://www.goldencompassmovie.com/index_german.html,"england,compass,experiment,lordship,uncle,polar bear,orphan,animal,based on young adult novel",en,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.","Íslenska,English,Pусский,Français",2007.0,12.0,,
24,254,207000000,King Kong,King Kong,Released,The eighth wonder of the world.,2005-12-14,187.0,"Adventure,Drama,Action","WingNut Films,Universal Pictures,Big Primate Pictures,MFPV Film","New Zealand,United States of America,Germany",61.226009999999995,550000000,6.6,2337,NaomiWatts,PeterJackson,,"film business,screenplay,show business,film making,film producer,exotic island,monster,indigenous,ship,dinosaur",en,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",English,2005.0,12.0,,
25,597,200000000,Titanic,Titanic,Released,Nothing on Earth could come between them.,1997-11-18,194.0,"Drama,Romance,Thriller","Paramount Pictures,Twentieth Century Fox Film Corporation,Lightstorm Entertainment",United States of America,100.025899,1845034188,7.5,7562,KateWinslet,JamesCameron,http://www.titanicmovie.com,"shipwreck,iceberg,ship,panic,titanic,ocean liner,epic,rich woman - poor man,love,disaster,tragic love,class differences,imax,star crossed lovers,steerage,salvage,rich snob,3d,1910s",en,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.","English,Français,Deutsch,svenska,Italiano,Pусский",1997.0,11.0,,
26,271110,250000000,Captain America: Civil War,Captain America: Civil War,Released,Divided We Fall,2016-04-27,147.0,"Adventure,Action,Science Fiction","Studio Babelsberg,Marvel Studios,Walt Disney Studios Motion Pictures,Vita-Ray Dutch Productions (III),Deluxe Digital Studios",United States of America,198.37239499999998,1153304495,7.1,7241,ChrisEvans,"AnthonyRusso,JoeRusso",http://marvel.com/captainamericapremiere,"civil war,war,marvel comic,sequel,superhero,based on comic book,imax,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe,3d",en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Română,English,Deutsch,Pусский",2016.0,4.0,,
27,44833,209000000,Battleship,Battleship,Released,The Battle for Earth Begins at Sea,2012-04-11,131.0,"Thriller,Action,Adventure,Science Fiction","Universal Pictures,Hasbro,Bluegrass Films,Film 44",United States of America,64.928382,303025485,5.5,2114,TaylorKitsch,PeterBerg,,"fight,u.s. navy,mind reading,hong kong,soccer,scientist,fictional war,naval,armada,battleship,naval combat,jds myoko,lost communication,taser,buoy,communications expert,joint chiefs of staff,crash landing,jet fighter pilot,navy lieutenant,permission to marry,uss john paul jones,based on board game,aftercreditsstinger,mighty mo,uss missouri",en,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.","English,ภาษาไทย",2012.0,4.0,,
28,135397,150000000,Jurassic World,Jurassic World,Released,The park is open.,2015-06-09,124.0,"Action,Adventure,Science Fiction,Thriller","Universal Studios,Amblin Entertainment,Legendary Pictures,Fuji Television Network,Dentsu",United States of America,418.708552,1513528810,6.5,8662,ChrisPratt,ColinTrevorrow,http://www.jurassicworld.com/,"monster,dna,tyrannosaurus rex,velociraptor,island,sequel,suspense,disaster,escape,dinosaur,amusement park,animal attack,theme park,jurassic park,3d,animal horror",en,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",English,2015.0,6.0,,
29,37724,200000000,Skyfall,Skyfall,Released,Think on your sins.,2012-10-25,143.0,"Action,Adventure,Thriller",Columbia Pictures,"United Kingdom,United States of America",93.004993,1108561013,6.9,7604,DanielCraig,SamMendes,http://www.skyfall-movie.com,"spy,secret agent,sociopath,killer,art gallery,british secret service,istanbul turkey,imax,uzi,booby trap,impersonating a police officer,macao",en,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",English,2012.0,10.0,,
30,558,200000000,Spider-Man 2,Spider-Man 2,Released,There's a hero in all of us.,2004-06-25,127.0,"Action,Adventure,Fantasy","Columbia Pictures,Laura Ziskin Productions,Marvel Enterprises",United States of America,35.149586,783766341,6.7,4321,TobeyMaguire,SamRaimi,http://www.sonypictures.com/movies/spider-man2/,"dual identity,love of one's life,pizza boy,marvel comic,sequel,superhero,doctor,scientist,tentacle,death,super villain",en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.","English,Pусский,普通话",2004.0,6.0,,
31,68721,200000000,Iron Man 3,Iron Man 3,Released,Unleash the power behind the armor.,2013-04-18,130.0,"Action,Adventure,Science Fiction",Marvel Studios,"China,United States of America",77.68208,1215439994,6.8,8806,RobertDowneyJr.,ShaneBlack,http://marvel.com/ironman3,"terrorist,war on terror,tennessee,malibu,marvel comic,superhero,based on comic book,tony stark,iron man,aftercreditsstinger,marvel cinematic universe,mandarin,3d,war machine,iron patriot,extremis",en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",English,2013.0,4.0,,
32,12155,200000000,Alice in Wonderland,Alice in Wonderland,Released,You're invited to a very important date.,2010-03-03,108.0,"Family,Fantasy,Adventure","Walt Disney Pictures,Team Todd,Tim Burton Productions,Roth Films,Zanuck Company, The",United States of America,78.530105,1025491110,6.4,4645,MiaWasikowska,TimBurton,http://disney.go.com/wonderland/,"based on novel,fictional place,queen,fantasy,alice in wonderland,fantasy world,3d",en,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",English,2010.0,3.0,,
33,36668,210000000,X-Men: The Last Stand,X-Men: The Last Stand,Released,Take a Stand,2006-05-24,104.0,"Adventure,Action,Science Fiction,Thriller","Ingenious Film Partners,Twentieth Century Fox Film Corporation,Donners' Company,Dune Entertainment,Major Studio Partners,Bad Hat Harry Productions,thinkfilm,Marvel Enterprises,X3 Canada Productions,X3US Productions,XM3 Service","Canada,United Kingdom,United States of America",3.857526,459359555,6.3,3525,HughJackman,BrettRatner,,"mutant,marvel comic,based on comic book,superhuman,beast,cyclops,aftercreditsstinger",en,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",English,2006.0,5.0,,
34,62211,200000000,Monsters University,Monsters University,Released,School never looked this scary.,2013-06-20,104.0,"Animation,Family","Walt Disney Pictures,Pixar Animation Studios",United States of America,89.186492,743559607,7.0,3528,BillyCrystal,DanScanlon,,"monster,dormitory,games,animation,best friend,university,scary,aftercreditsstinger",en,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,English,2013.0,6.0,,
35,8373,150000000,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen,Released,Revenge is coming.,2009-06-19,150.0,"Science Fiction,Action,Adventure","Paramount Pictures,DreamWorks SKG,Amblin Entertainment,Di Bonaventura Pictures,Platinum Dunes,Hasbro Studios,Revolution Sun Studios",United States of America,21.939663,836297228,6.0,3138,ShiaLaBeouf,MichaelBay,http://www.transformersmovie.com/,"egypt,sun,chaos,symbol,artifact,transformers,tank,robot,imax,duringcreditsstinger",en,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","English,Español",2009.0,6.0,,
36,91314,210000000,Transformers: Age of Extinction,Transformers: Age of Extinction,Released,This is not war. It's extinction.,2014-06-25,165.0,"Science Fiction,Action,Adventure","Paramount Pictures,Amblin Entertainment,Di Bonaventura Pictures,Platinum Dunes,China Movie Channel,Hasbro Studios,Ian Bryce Productions,Revolution Sun Studios",United States of America,116.840296,1091405097,5.8,3095,MarkWahlberg,MichaelBay,http://www.transformersmovie.com,"sequel,alien,transformers,giant robot,robot,imax,transforming robot",en,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",English,2014.0,6.0,,
37,68728,200000000,Oz: The Great and Powerful,Oz: The Great and Powerful,Released,"In Oz, nothing is what it seems",2013-03-07,130.0,"Fantasy,Adventure,Family","Walt Disney Pictures,Roth Films",United States of America,46.985445,491868548,5.7,3530,JamesFranco,SamRaimi,http://www.ozthegreatandpowerfulmovie.com,"circus,witch,magic,hope,illusion,lost,magic trick,wizard,3d",en,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",English,2013.0,3.0,,
